,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,candidates,Subjectivity,Polarity,Analysis
96,1589764466996293632,1589707058617946112,1667864359000.0,2022-11-08 00:39:19,+0100,,that if na your ancestors dy decide who go be president,en,[],[],1.2001764074663936e+18,1200176407466393602,MuneerIb,Ib Muneer,2.0,00,https://twitter.com/MuneerIb/status/1589764466996293632,[],[],0.0,,False,2.0,1.0,0.0,,Atiku,,,,,,,"[{'screen_name': 'agarra_wells', 'name': 'Agarra Wells', 'id': '1506631035722817540'}, {'screen_name': 'atiku', 'name': 'Atiku Abubakar', 'id': '177583133'}, {'screen_name': 'BwalaDaniel', 'name': 'D. H Bwala', 'id': '211802919'}]",,,,,Atiku,0.0,0.0,Neutral
97,1589764404190797827,1589749762013958145,1667864345000.0,2022-11-08 00:39:05,+0100,,and you go see people when nor dey stay delta dey hail am all becos them dey collect peanuts from atiku campaign,en,[],[],141577557.0,141577557,IKD8N,Hustler®,2.0,00,https://twitter.com/IKD8N/status/1589764404190797827,[],[],0.0,,False,0.0,0.0,0.0,,Atiku,,,,,,,"[{'screen_name': 'Juzt_Courage', 'name': '•IGGLB•', 'id': '146169846'}]",,,,,Atiku,0.0,0.0,Neutral
98,1589764347265306624,1589264444471013378,1667864331000.0,2022-11-08 00:38:51,+0100,,you never tweet about nigeria electricity  or the bad road this man is not a nigerian,en,[],[],1.5010942595874898e+18,1501094259587489810,brainy_of,Of_Lagos,2.0,00,https://twitter.com/brainy_of/status/1589764347265306624,[],[],0.0,,False,0.0,0.0,0.0,,Atiku,,,,,,,"[{'screen_name': 'atiku', 'name': 'Atiku Abubakar', 'id': '177583133'}]",,,,,Atiku,0.6666666666666666,-0.6999999999999998,Negative
99,1589764317909757957,1589764317909757957,1667864324000.0,2022-11-08 00:38:44,+0100,,peter obi vows never to attend debate where tinubu atiku are absent,en,"['politics', 'atiku', 'peterobi', 'tinubu', 'bbnaija', 'messi', 'wizkid', 'davido']",[],1.0999150120370995e+18,1099915012037099521,notice_com_ng,Nigeria Infohub & News PR,2.0,00,https://twitter.com/notice_com_ng/status/1589764317909757957,['https://www.notice.com.ng/peter-obi-vows-never-to-attend-debate-where-tinubu-atiku-are-absent'],[],0.0,,False,0.0,0.0,0.0,,Atiku,,,,,,,[],,,,,Atiku,0.0,0.0,Neutral
100,1589764283285794816,1589709402948259840,1667864316000.0,2022-11-08 00:38:36,+0100,,amp  come and sit and learn from a visionary leader thats one one in ur generation could ever be compared to,en,[],[],1.5580018711298212e+18,1558001871129821184,AbiodunAdeeso,AbbeyMoríre,2.0,00,https://twitter.com/AbiodunAdeeso/status/1589764283285794816,[],[],0.0,,False,0.0,0.0,0.0,,Atiku,,,,,,,"[{'screen_name': 'BarackObama', 'name': 'Barack Obama', 'id': '813286'}]",,,,,Atiku,0.0,0.0,Neutral
101,1589764280655949824,1589667540996829185,1667864315000.0,2022-11-08 00:38:35,+0100,,see the game you want to play why do you have to make atiku amp tinubu the last on the list so you box the other candidates to speak before these two back out right ill personally lead the charge for adjustment of this timetable atiku amp tinubu must come before obi,en,[],[],288975082.0,288975082,DouglasAgbo,Douglas Agbo,2.0,00,https://twitter.com/DouglasAgbo/status/1589764280655949824,[],[],0.0,,False,12.0,3.0,1.0,,Atiku,,,,,,,"[{'screen_name': 'RGAMeyer', 'name': 'Ruona J. Meyer', 'id': '174994463'}, {'screen_name': 'KadariaAhmed', 'name': 'Kadaria Ahmed 🇳🇬', 'id': '2421756620'}]",,,,,Atiku,0.3824829931972789,-0.10561224489795919,Negative
103,1589764226205511682,1589690734667796480,1667864302000.0,2022-11-08 00:38:22,+0100,,atiku is a thief he cannot work with a criminal,en,[],[],1245715051.0,1245715051,vakorah,Vinosky- Am just Obi-dient,2.0,00,https://twitter.com/vakorah/status/1589764226205511682,[],[],0.0,,False,0.0,0.0,0.0,,Atiku,,,,,,,"[{'screen_name': 'Maxajee', 'name': 'YaYa Abba \U0001faf6🏽', 'id': '1241790839128502275'}, {'screen_name': 'KwankwasoRM', 'name': 'Rabiu Musa Kwankwaso', 'id': '966954173714567168'}]",,,,,Atiku,0.55,-0.4,Negative
104,1589764221427777536,1589646899392688128,1667864301000.0,2022-11-08 00:38:21,+0100,,atiku will not even come nd save this tweet,en,[],[],292627264.0,292627264,BrancheofAfrica,BranchofAfrica,2.0,00,https://twitter.com/BrancheofAfrica/status/1589764221427777536,[],[],0.0,,False,0.0,0.0,0.0,,Atiku,,,,,,,"[{'screen_name': 'AK_Babawo', 'name': 'Abubakar Kabir Babawo', 'id': '1303566934940803073'}]",,,,,Atiku,0.0,0.0,Neutral
105,1589764150812905472,1589591542708469765,1667864284000.0,2022-11-08 00:38:04,+0100,,yeye boy keep spreading your buttocks for  you will remain his slave for life,en,[],[],32408778.0,32408778,luke_zionville,zionville,2.0,00,https://twitter.com/luke_zionville/status/1589764150812905472,[],[],0.0,,False,0.0,0.0,0.0,,Atiku,,,,,,,"[{'screen_name': 'renoomokri', 'name': 'Reno Omokri', 'id': '264248576'}]",,,,,Atiku,0.0,0.0,Neutral
106,1589764084115070976,1589592622632427523,1667864268000.0,2022-11-08 00:37:48,+0100,,illiterate buhari took professor osinbajo as vice amp still failed okowa that is educated is vice while illiterate atiku wants to be president shey una dey whine me nii,en,[],[],1.0239555008813261e+18,1023955500881326080,ogoozion,Ogoo-Zion💕,2.0,00,https://twitter.com/ogoozion/status/1589764084115070976,[],[],0.0,,False,0.0,0.0,0.0,,Atiku,,,,,,,"[{'screen_name': 'vanguardngrnews', 'name': 'Vanguard Newspapers', 'id': '39975533'}]",,,,,Atiku,0.2,-0.15,Negative
107,1589764027366113280,1589709861738401792,1667864255000.0,2022-11-08 00:37:35,+0100,,and atiku left pdp to apc because of wike,en,[],[],308079762.0,308079762,Credo_promotion,CREDO,2.0,00,https://twitter.com/Credo_promotion/status/1589764027366113280,[],[],0.0,,False,0.0,1.0,0.0,,Atiku,,,,,,,"[{'screen_name': 'sam_clemz', 'name': 'Sammie 𓃵', 'id': '1241994713982480384'}, {'screen_name': 'Topboychriss', 'name': 'Chris', 'id': '1391841806242000897'}]",,,,,Atiku,0.0,0.0,Neutral
108,1589763973725184000,1589763973725184000,1667864242000.0,2022-11-08 00:37:22,+0100,,gov samuel ortom of benue state says to hell with  presidential candidate alhaji  abubakar and anyone that supports him   wahala no dey finish,en,[],[],160318267.0,160318267,IamOwolewa,Mazi Oláyinka Owólewa,2.0,00,https://twitter.com/IamOwolewa/status/1589763973725184000,[],[],1.0,https://pbs.twimg.com/ext_tw_video_thumb/1589763809589198849/pu/img/J3lautqUYd7qHcJF.jpg,False,1.0,0.0,1.0,,Atiku,,,,,,,[],,,,,Atiku,0.0,0.0,Neutral
109,1589763939638054913,1589676878486736896,1667864234000.0,2022-11-08 00:37:14,+0100,,atiku should be commended for the posting and deleting of the deborah post not even peter obi tinubu kwankwaso that was so bold enough to post and delete post at the moment of heat  atiku victory  come  is sure,en,[],[],3046565340.0,3046565340,idadaosazeme76,osadolo osazeme,2.0,00,https://twitter.com/idadaosazeme76/status/1589763939638054913,[],[],0.0,,False,3.0,2.0,0.0,,Atiku,,,,,,,"[{'screen_name': 'Naija_Activist', 'name': 'Dr Yusuf Datti Baba-Ahmed (STAN) #ObiDatti2023', 'id': '1545090360577335299'}]",,,,,Atiku,0.6851851851851851,0.27777777777777773,Positive
110,1589763910718357505,1589763910718357505,1667864227000.0,2022-11-08 00:37:07,+0100,,naijabet black friday sale    get back  bonus on all deposits up to k on all fridays in november  th th th and th of november  if you dont have a naijabet account sign up today       reno tinubu and atiku saliba tuchel,en,['naijabet'],[],1.4797682125940408e+18,1479768212594040833,foxRonniie,BabyPunter,2.0,00,https://twitter.com/foxRonniie/status/1589763910718357505,['http://bit.ly/36QzCoB'],['https://pbs.twimg.com/media/Fg_51qNWAAIvqow.jpg'],1.0,https://pbs.twimg.com/media/Fg_51qNWAAIvqow.jpg,False,0.0,0.0,0.0,,Atiku,,,,,,,[],,,,,Atiku,0.21666666666666667,-0.08333333333333333,Negative
111,1589763790786400257,1589714061822160896,1667864198000.0,2022-11-08 00:36:38,+0100,,talk about your principal atiku,en,[],[],9.558926128205865e+17,955892612820586496,UgwuObenta,Ugwu Obenta,2.0,00,https://twitter.com/UgwuObenta/status/1589763790786400257,[],[],0.0,,False,1.0,0.0,0.0,,Atiku,,,,,,,"[{'screen_name': 'henryshield', 'name': 'Henry Shield', 'id': '1000955520'}]",,,,,Atiku,0.0,0.0,Neutral
112,1589763694451625985,1589719170567966721,1667864175000.0,2022-11-08 00:36:15,+0100,,obi we know tinubu we know kwankwaso we know atiku we know even sowore we know but youre just one of and others,en,[],[],123522003.0,123522003,HUNeeyB,Black Budafly♡,2.0,00,https://twitter.com/HUNeeyB/status/1589763694451625985,[],[],0.0,,False,0.0,0.0,0.0,,Atiku,,,,,,,"[{'screen_name': 'Pres_Adebayo', 'name': 'Adewole Adebayo ESQ', 'id': '1042535723071676416'}, {'screen_name': 'doyinokupe', 'name': 'Doyin', 'id': '740148150'}, {'screen_name': 'PeterObi', 'name': 'Peter Obi', 'id': '1050779471731707904'}, {'screen_name': 'officialABAT', 'name': 'Bola Ahmed Tinubu', 'id': '493365529'}, {'screen_name': 'atiku', 'name': 'Atiku Abubakar', 'id': '177583133'}]",,,,,Atiku,0.0,0.0,Neutral
115,1589763511919710210,1589763511919710210,1667864132000.0,2022-11-08 00:35:32,+0100,,he said to hell with you bro,en,[],[],316689922.0,316689922,judee27,‎Psychos_Icon,2.0,00,https://twitter.com/judee27/status/1589763511919710210,[],[],0.0,,False,0.0,0.0,0.0,https://twitter.com/Makavelli275/status/1589648399535833089,Atiku,,,,,,,[],,,,,Atiku,0.0,0.0,Neutral
116,1589763475760238593,1589719170567966721,1667864123000.0,2022-11-08 00:35:23,+0100,,distract confuse repeat rich vs poor  if you are struggling to survive nigeria avoid the tactics of rich political elites whose main mission is to divide the vote of majority of nigerians suffering vote them all out hold apc amp pdp responsible in,en,[],[],1.559667498563289e+18,1559667498563289090,ipcjustice,I P C,2.0,00,https://twitter.com/ipcjustice/status/1589763475760238593,[],[],0.0,,False,1.0,0.0,0.0,,Atiku,,,,,,,"[{'screen_name': 'Pres_Adebayo', 'name': 'Adewole Adebayo ESQ', 'id': '1042535723071676416'}, {'screen_name': 'doyinokupe', 'name': 'Doyin', 'id': '740148150'}, {'screen_name': 'PeterObi', 'name': 'Peter Obi', 'id': '1050779471731707904'}, {'screen_name': 'officialABAT', 'name': 'Bola Ahmed Tinubu', 'id': '493365529'}, {'screen_name': 'atiku', 'name': 'Atiku Abubakar', 'id': '177583133'}]",,,,,Atiku,0.513888888888889,0.11944444444444442,Positive
117,1589763470333210624,1589716240892710912,1667864122000.0,2022-11-08 00:35:22,+0100,,yeah your presidential candidateatiku abubakar is the biggest thief in nigeria,en,[],[],1.3137529768975647e+18,1313752976897564672,Lonerrrr_,Jabari,2.0,00,https://twitter.com/Lonerrrr_/status/1589763470333210624,[],[],0.0,,False,0.0,0.0,0.0,,Atiku,,,,,,,"[{'screen_name': 'XBrianDennis', 'name': '$Hydra of Bitmama 🏳️\u200d🌈', 'id': '700616508578222080'}]",,,,,Atiku,0.0,0.0,Neutral
118,1589763414272147459,1589649276858437634,1667864108000.0,2022-11-08 00:35:08,+0100,,ffk said atiku dey collect from dino through the back e be like say you follow too,en,['votepeterobiforpresident2023'],[],1.405719509588058e+18,1405719509588058113,KingMarcelo247,King Marcelo,2.0,00,https://twitter.com/KingMarcelo247/status/1589763414272147459,[],['https://pbs.twimg.com/media/Fg_5ZkraMAEuvn7.jpg'],1.0,https://pbs.twimg.com/media/Fg_5ZkraMAEuvn7.jpg,False,0.0,0.0,0.0,,Atiku,,,,,,,"[{'screen_name': 'renoomokri', 'name': 'Reno Omokri', 'id': '264248576'}]",,,,,Atiku,0.0,0.0,Neutral
120,1589763279122878464,1589760188281561088,1667864076000.0,2022-11-08 00:34:36,+0100,,na ogun we go dey send to those campaigning for  amp  now dem no won hear word,en,[],[],1.5580018711298212e+18,1558001871129821184,AbiodunAdeeso,AbbeyMoríre,2.0,00,https://twitter.com/AbiodunAdeeso/status/1589763279122878464,[],[],0.0,,False,3.0,1.0,0.0,,Atiku,,,,,,,"[{'screen_name': 'PeterPsquare', 'name': 'Peter Okoye MrP', 'id': '47033057'}]",,,,,Atiku,0.0,0.0,Neutral
121,1589763156225982464,1589698029543895040,1667864047000.0,2022-11-08 00:34:07,+0100,,all these humangle boys including the climate change guy support atiku on peace  i stand with  ortom or are you from sudan mali or senegal,en,[],[],1096250083.0,1096250083,ikenganigeria,ikenga,2.0,00,https://twitter.com/ikenganigeria/status/1589763156225982464,[],[],0.0,,False,0.0,0.0,0.0,,Atiku,,,,,,,"[{'screen_name': 'A_Salkida', 'name': 'Ahmad Salkida', 'id': '406433649'}]",,,,,Atiku,0.0,0.0,Neutral
122,1589763118934110208,1589729907348631552,1667864038000.0,2022-11-08 00:33:58,+0100,,he lacks sleep text him to relax more bro,en,[],[],442171659.0,442171659,DavidNanas,ceril,2.0,00,https://twitter.com/DavidNanas/status/1589763118934110208,[],[],0.0,,False,0.0,0.0,0.0,,Atiku,,,,,,,"[{'screen_name': 'omonlakiki', 'name': 'Paul Ibe', 'id': '48352777'}, {'screen_name': 'atiku', 'name': 'Atiku Abubakar', 'id': '177583133'}]",,,,,Atiku,0.5,0.5,Positive
123,1589763083752583168,1589714972384559106,1667864030000.0,2022-11-08 00:33:50,+0100,,together as one the atikuokowa pdp ticket is highly prepared to rescue nigeria  from its present state of hardship,en,[],[],3687227955.0,3687227955,Denco4040,Comrade Sienakeruo Dennis Onos,2.0,00,https://twitter.com/Denco4040/status/1589763083752583168,[],[],0.0,,False,0.0,0.0,0.0,,Atiku,,,,,,,"[{'screen_name': 'IAOkowa', 'name': 'Dr. Ifeanyi Arthur Okowa', 'id': '1026733681912758273'}, {'screen_name': 'OfficialPDPNig', 'name': 'Official PDP Nigeria', 'id': '747064131166044160'}]",,,,,Atiku,0.26999999999999996,0.08,Positive
125,1589762840604610561,1589719170567966721,1667863972000.0,2022-11-08 00:32:52,+0100,,this one na big fool,en,[],[],1.5816018769649336e+18,1581601876964933632,Chasemewell,Nsogbu SAN. PhD MNSE ICAN,2.0,00,https://twitter.com/Chasemewell/status/1589762840604610561,[],[],0.0,,False,0.0,0.0,0.0,,Atiku,,,,,,,"[{'screen_name': 'Pres_Adebayo', 'name': 'Adewole Adebayo ESQ', 'id': '1042535723071676416'}, {'screen_name': 'doyinokupe', 'name': 'Doyin', 'id': '740148150'}, {'screen_name': 'PeterObi', 'name': 'Peter Obi', 'id': '1050779471731707904'}, {'screen_name': 'officialABAT', 'name': 'Bola Ahmed Tinubu', 'id': '493365529'}, {'screen_name': 'atiku', 'name': 'Atiku Abubakar', 'id': '177583133'}]",,,,,Atiku,0.1,0.0,Neutral
126,1589762723662831616,1589762723662831616,1667863944000.0,2022-11-08 00:32:24,+0100,,make  sef collect small from ortomatic fiom fiom hand no be only buhari be fulani,en,[],[],361854481.0,361854481,omowe__,Dr. kogbaagidi,2.0,00,https://twitter.com/omowe__/status/1589762723662831616,[],[],0.0,,False,2.0,0.0,0.0,,Atiku,,,,,,,[],,,,,Atiku,0.7,-0.125,Negative
127,1589762658877640704,1589762658877640704,1667863928000.0,2022-11-08 00:32:08,+0100,,if ayu resigns he will back atiku that statement was filled with hatred and he wasnt going through any pains  all about their selfish interest,en,[],[],1.0149873616111247e+18,1014987361611124738,Emex_Henshaw,Emex Henshaw,2.0,00,https://twitter.com/Emex_Henshaw/status/1589762658877640704,[],[],0.0,,False,1.0,0.0,0.0,https://twitter.com/Makavelli275/status/1589692377685700609,Atiku,,,,,,,[],,,,,Atiku,0.6333333333333333,-0.033333333333333326,Negative
128,1589762512115077120,1589640197246898176,1667863893000.0,2022-11-08 00:31:33,+0100,,some one say he should have controlled his mouth and words guy there are no right words when u are been upressed let him vent and let him draw strength from people who can help him out of this situation since atiku has made it clear already his one sided,en,[],[],1.0964020579202171e+18,1096402057920217089,EruemolorJ,eruemolor jonathan,2.0,00,https://twitter.com/EruemolorJ/status/1589762512115077120,[],[],0.0,,False,1.0,0.0,0.0,,Atiku,,,,,,,"[{'screen_name': 'PrideOfAPeacock', 'name': 'NG of the Good Life🎉', 'id': '1186821988360298496'}]",,,,,Atiku,0.4595238095238095,-0.021428571428571415,Negative
129,1589762478166413312,1589676424889511936,1667863885000.0,2022-11-08 00:31:25,+0100,,a vice presidential candidate does not speak this way speaking this way is an indication that you are not presidential yet learn best from gov okowa atiku best for feb  victory,en,[],[],3046565340.0,3046565340,idadaosazeme76,osadolo osazeme,2.0,00,https://twitter.com/idadaosazeme76/status/1589762478166413312,[],[],0.0,,False,10.0,19.0,1.0,,Atiku,,,,,,,"[{'screen_name': 'Naija_Activist', 'name': 'Dr Yusuf Datti Baba-Ahmed (STAN) #ObiDatti2023', 'id': '1545090360577335299'}]",,,,,Atiku,0.3,1.0,Positive
130,1589762458528649217,1589762458528649217,1667863881000.0,2022-11-08 00:31:21,+0100,,in deed atiku knows the problem of nigeria at list if obasanjo image appears on one of the redesigned naira notes then the problems of nigeria is over  empty  wasted animalistic skulls,en,[],[],1.5436065519649587e+18,1543606551964958723,nwabuikwu5,nwabuikwu,2.0,00,https://twitter.com/nwabuikwu5/status/1589762458528649217,[],[],0.0,,False,0.0,0.0,0.0,https://twitter.com/channelstv/status/1588894925386842114,Atiku,,,,,,,[],,,,,Atiku,0.25,-0.15000000000000002,Negative
131,1589762428489076736,1589762428489076736,1667863873000.0,2022-11-08 00:31:13,+0100,,it better i die than support atiku a fulani man to become president   my people are being klled and you want me to be quiet  i will never support a fulani man to become president   governor samuel ortom,en,"['saynotofulaniterroristscome2023', 'obidatti2023']",[],1.5160819150608015e+18,1516081915060801541,jahbless016,MVP®️,2.0,00,https://twitter.com/jahbless016/status/1589762428489076736,[],['https://pbs.twimg.com/media/Fg_4egdUoAEs7qj.jpg'],1.0,https://pbs.twimg.com/media/Fg_4egdUoAEs7qj.jpg,False,1.0,0.0,0.0,,Atiku,,,,,,,[],,,,,Atiku,0.41666666666666663,0.25,Positive
132,1589762360960782336,1589688242936614912,1667863857000.0,2022-11-08 00:30:57,+0100,,this one na journalist he just one of atiku minions a boy boy to atiku,en,[],[],1.1250153553683825e+18,1125015355368382466,lush_chill,Ya'll need balance,2.0,00,https://twitter.com/lush_chill/status/1589762360960782336,[],[],0.0,,False,0.0,0.0,0.0,,Atiku,,,,,,,"[{'screen_name': 'PO_GrassRootM', 'name': 'Peter Obi Grassroots Mobilization.', 'id': '1344387565777014786'}]",,,,,Atiku,0.0,0.0,Neutral
133,1589762298302038017,1589762298302038017,1667863842000.0,2022-11-08 00:30:42,+0100,,atiku profiled the whole ijaw ethnic group in   you guys are so dishonest smh,en,[],[],230424434.0,230424434,Editimfon,Ed,2.0,00,https://twitter.com/Editimfon/status/1589762298302038017,[],[],0.0,,False,0.0,0.0,1.0,https://twitter.com/FS_Yusuf_/status/1589690206898094080,Atiku,,,,,,,[],,,,,Atiku,0.45,-0.04999999999999999,Negative
134,1589762296007753729,1589762296007753729,1667863842000.0,2022-11-08 00:30:42,+0100,,i saw a video credited to governor ortom today amp feel really ashamed how bad he has desecrated the office of the governor yaradua was a fulani man and we didnt have this issue you can have personal grudges against  but why call him names in the name of politicstoo low,en,[],[],7.192839732271555e+17,719283973227155457,omoluabi1sq,DGov,2.0,00,https://twitter.com/omoluabi1sq/status/1589762296007753729,[],[],0.0,,False,94.0,12.0,40.0,,Atiku,,,,,,,[],,,,,Atiku,0.3666666666666667,-0.12499999999999996,Negative
135,1589762286075645953,1589309037891715072,1667863840000.0,2022-11-08 00:30:40,+0100,,with due respect make thunder fire you and atiku,en,[],[],1.503486118733439e+18,1503486118733438976,Robin_the_first,Prince Robinson 🤴,2.0,00,https://twitter.com/Robin_the_first/status/1589762286075645953,[],[],0.0,,False,0.0,0.0,0.0,,Atiku,,,,,,,"[{'screen_name': 'renoomokri', 'name': 'Reno Omokri', 'id': '264248576'}]",,,,,Atiku,0.375,-0.125,Negative
136,1589762267461353473,1589648399535833089,1667863835000.0,2022-11-08 00:30:35,+0100,,close your gutter you carry your cows and go meet them,en,[],[],1.2696768645299282e+18,1269676864529928192,DrOmoragbon,Dr. O.U.O. Kennedy 😷 💉,2.0,00,https://twitter.com/DrOmoragbon/status/1589762267461353473,[],[],0.0,,False,0.0,1.0,0.0,,Atiku,,,,,,,"[{'screen_name': 'amiruk_u', 'name': 'Abba🇳🇬UMAISH💍', 'id': '893786962678734849'}, {'screen_name': 'omoluabi1sq', 'name': 'DGov', 'id': '719283973227155457'}, {'screen_name': 'Makavelli275', 'name': 'Aku-N’esi-Obi-Ike (I)', 'id': '1539802141338001408'}, {'screen_name': 'atiku', 'name': 'Atiku Abubakar', 'id': '177583133'}]",,,,,Atiku,0.0,0.0,Neutral
137,1589762227266998272,1589762227266998272,1667863825000.0,2022-11-08 00:30:25,+0100,,pls listen to a presidential candidate that has solution for our nation we should not allow party and ethnic sentiment blind us we cant repeat  mistake by voting atiku or tinubu in  pls let vote right vote peter obi of labour party,en,[],[],1.4523957011624223e+18,1452395701162422273,AgbaiEEke,Agbai Eke,2.0,00,https://twitter.com/AgbaiEEke/status/1589762227266998272,[],[],1.0,https://pbs.twimg.com/ext_tw_video_thumb/1589762197131075584/pu/img/acgJpJOhxDFA4B_a.jpg,False,1.0,0.0,0.0,,Atiku,,,,,,,[],,,,,Atiku,0.6011904761904762,-0.10714285714285715,Negative
138,1589762216127246336,1589648399535833089,1667863823000.0,2022-11-08 00:30:23,+0100,,you are implying that genocide is an appropriate payback for the killing of cows what about the people in southern nigeria that have been massacred by these marauders for no reason did they also kill fulani cows its wrong to lump all fulanis together but this your line,en,[],[],2801655250.0,2801655250,tonyozioko,Tōñÿ Īÿkē,2.0,00,https://twitter.com/tonyozioko/status/1589762216127246336,[],[],0.0,,False,0.0,0.0,0.0,,Atiku,,,,,,,"[{'screen_name': 'omoluabi1sq', 'name': 'DGov', 'id': '719283973227155457'}, {'screen_name': 'Makavelli275', 'name': 'Aku-N’esi-Obi-Ike (I)', 'id': '1539802141338001408'}, {'screen_name': 'atiku', 'name': 'Atiku Abubakar', 'id': '177583133'}]",,,,,Atiku,0.4666666666666666,0.0,Neutral
139,1589762213224808450,1589721056977518592,1667863822000.0,2022-11-08 00:30:22,+0100,,dont drag atiku daughter to this plsshe just expressed her own viewwhy will you say she might now have been born by thenguys let be civil we dont have to go low to prove any pointleave the young girl out of it pls,en,[],[],2534569768.0,2534569768,emmab4real2,Emmanuel,2.0,00,https://twitter.com/emmab4real2/status/1589762213224808450,[],[],0.0,,False,0.0,0.0,0.0,,Atiku,,,,,,,"[{'screen_name': 'ejykmykel1', 'name': 'Ejikeme🌍', 'id': '191928490'}, {'screen_name': 'Fulani_Tutor', 'name': 'Raihana-voice-of-Fulɓe🇳🇬', 'id': '3156999341'}]",,,,,Atiku,0.44270833333333337,0.15,Positive
140,1589762177803878402,1589649276858437634,1667863814000.0,2022-11-08 00:30:14,+0100,,so what stops atiku and tinubu from attending the debates is peter obi contesting against okowa and shetima,en,[],[],379668854.0,379668854,Begsjoe,Peter Obi for a new Nigeria,2.0,00,https://twitter.com/Begsjoe/status/1589762177803878402,[],[],0.0,,False,1.0,0.0,0.0,,Atiku,,,,,,,"[{'screen_name': 'renoomokri', 'name': 'Reno Omokri', 'id': '264248576'}]",,,,,Atiku,0.0,0.0,Neutral
141,1589761992449228801,1589294372058984451,1667863770000.0,2022-11-08 00:29:30,+0100,,you should have stood in for atiku straight no pretense,en,[],[],1.5851214921441976e+18,1585121492144197635,OmarSander11,Omar Sander,2.0,00,https://twitter.com/OmarSander11/status/1589761992449228801,[],[],0.0,,False,0.0,0.0,0.0,,Atiku,,,,,,,"[{'screen_name': 'abati1990', 'name': 'Reuben Abati', 'id': '599001082'}]",,,,,Atiku,0.4,0.2,Positive
142,1589761892767371265,1589539736938778629,1667863746000.0,2022-11-08 00:29:06,+0100,,but you know that many ibos might support atiku over uzodinma  but a yoruba will support tinubu over obi,en,[],[],1.520539052671443e+18,1520539052671442946,ChimamandAAA,Amanda ❤🇬🇧🇳🇬,2.0,00,https://twitter.com/ChimamandAAA/status/1589761892767371265,[],[],0.0,,False,0.0,1.0,0.0,,Atiku,,,,,,,"[{'screen_name': 'iamSwaga22', 'name': 'Dr G. The Frontliner 🏴\U000e0067\U000e0062\U000e0065\U000e006e\U000e0067\U000e007f', 'id': '1530481043391844359'}, {'screen_name': 'RockDiamonds2', 'name': 'Rock Diamonds', 'id': '1516179510181433362'}, {'screen_name': 'itsCedT', 'name': 'Nwokeoma😊', 'id': '1099332245314252801'}, {'screen_name': 'FRANKRICHBOY', 'name': 'FRANK EDWARDS', 'id': '183752203'}]",,,,,Atiku,0.5,0.5,Positive
143,1589761845757362178,1589697646398443520,1667863735000.0,2022-11-08 00:28:55,+0100,,imagine this is coming from one of the worst governor ever produced in the history of benue and nigeria at large bigotry is the only thing he can use to campaign not to vote  but when it comes to health sector economy education among others he has nothing to show,en,[],[],9.099075058951496e+17,909907505895149568,ArcBajoga,Sulaiman Jungudo Bajoga,2.0,00,https://twitter.com/ArcBajoga/status/1589761845757362178,[],[],0.0,,False,0.0,1.0,0.0,,Atiku,,,,,,,"[{'screen_name': 'Waspapping_', 'name': 'Sarki.', 'id': '1703561521'}]",,,,,Atiku,0.8095238095238096,-0.2619047619047619,Negative
144,1589761763465392129,1589761763465392129,1667863715000.0,2022-11-08 00:28:35,+0100,,if u consider that nature abhors a vacuum i think peter obi is filling the mental spaces in many naijans created by the wimpy absence of atiku amp more particularly tinubu po constancy has earned him new tranche of voters apcpdp must depopulate  lp to polulate,en,[],[],1.5530898250368123e+18,1553089825036812289,atkins_uba,uba atkins onyenedum,2.0,00,https://twitter.com/atkins_uba/status/1589761763465392129,[],[],0.0,,False,0.0,0.0,0.0,https://twitter.com/DavidHundeyin/status/1589478848101748736,Atiku,,,,,,,[],,,,,Atiku,0.28398268398268395,0.1688852813852814,Positive
146,1589761641952186369,1589724176499507201,1667863686000.0,2022-11-08 00:28:06,+0100,,the same people that called out shettima for repping tinubu are the same people defending okowa for repping atiku in an event hypocrites,en,[],[],1.192679051611312e+18,1192679051611312128,iamruchees1,Ebuka,2.0,00,https://twitter.com/iamruchees1/status/1589761641952186369,[],[],0.0,,False,7.0,0.0,2.0,,Atiku,,,,,,,"[{'screen_name': 'mindset_tweet', 'name': 'Mindset🗝️', 'id': '1320318229936590849'}]",,,,,Atiku,0.125,0.0,Neutral
148,1589761565372612609,1589761565372612609,1667863668000.0,2022-11-08 00:27:48,+0100,,after watching the arise town hall meeting where  and  were absent  if i wasnt voting    would have been my preferred candidate,en,[],[],217479014.0,217479014,engrcotti,Akuabata,2.0,00,https://twitter.com/engrcotti/status/1589761565372612609,[],[],0.0,,False,1.0,0.0,0.0,,Atiku,,,,,,,[],,,,,Atiku,0.0,0.0,Neutral
